player_id,player_name,team,age,gp,minutes,points,rebounds,assists,steals,blocks,fg_pct,fg3_pct,fg3a,ft_pct,plus_minus,off_rating,def_rating,net_rating,usage_pct,true_shooting_pct,pie,ast_pct,reb_pct,points_pg,rebounds_pg,assists_pg,steals_pg,blocks_pg,fg3a_pg,minutes_pg,season,name_norm,source,salary,guaranteed
,Spencer Jones,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,spencer jones,contracts,623967.0,623967.0
,Kobe Sanders,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,kobe sanders,contracts,475497.0,475497.0
,Myron Gardner,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,myron gardner,contracts,395029.0,395029.0
,Killian Hayes,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,killian hayes,contracts,263940.0,263940.0
,Mac McClung,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,mac mcclung,contracts,164060.0,164060.0
,Alondes Williams,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,alondes williams,contracts,131970.0,131970.0
,Skal Labissière,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,skal labissiere,contracts,131970.0,131970.0
,Patrick Baldwin Jr.,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,patrick baldwin,contracts,263940.0,131970.0
,Malachi Smith,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,malachi smith,contracts,73153.0,115803.0
,Lawson Lovering,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,lawson lovering,contracts,87784.0,87784.0
,Keshon Gilbert,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,keshon gilbert,contracts,73153.0,73153.0
,Kadary Richmond,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,kadary richmond,contracts,73153.0,73153.0
,Gabe McGlothan,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,gabe mcglothan,contracts,73153.0,73153.0
,Grant Nelson,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,grant nelson,contracts,73153.0,73153.0
,John Tonje,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,john tonje,contracts,73153.0,73153.0
,Leonard Miller,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,leonard miller,contracts,2221677.0,
,N'Faly Dante,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,nfaly dante,contracts,2048494.0,
